Frame Number,Car ID,Lane (Left/Right),Speed (Km/h),Violation
334,19,Left,tensor(18.1177),Yes
335,13,Right,tensor(13.3030),No
335,20,Left,tensor(63.2673),No
335,23,Left,tensor(32.1845),Yes
335,18,Right,tensor(20.7864),Yes
335,19,Left,tensor(20.4502),Yes
335,10,Right,tensor(11.5365),Yes
336,20,Left,tensor(65.5530),No
336,18,Right,tensor(19.8386),Yes
336,23,Left,tensor(34.3658),Yes
336,13,Right,tensor(15.1320),Yes
336,1,Right,tensor(13.0372),Yes
336,19,Left,tensor(19.2891),Yes
337,20,Left,tensor(67.6638),No
337,18,Right,tensor(22.0228),Yes
337,13,Right,tensor(14.2519),Yes
337,23,Left,tensor(36.0322),No
337,1,Right,tensor(11.9501),Yes
337,19,Left,tensor(20.3786),Yes
338,20,Left,tensor(67.9452),No
338,17,Right,tensor(18.4272),Yes
338,23,Left,tensor(34.3560),Yes
338,13,Right,tensor(12.1523),Yes
338,19,Left,tensor(18.9796),Yes
338,1,Right,tensor(9.9950),Yes
339,20,Left,tensor(68.0717),No
339,17,Right,tensor(19.2866),Yes
339,23,Left,tensor(34.4910),Yes
339,13,Right,tensor(8.6700),Yes
339,19,Left,tensor(17.0462),Yes
339,1,Right,tensor(8.7749),Yes
340,20,Left,tensor(71.0392),No
340,17,Right,tensor(16.8089),Yes
340,23,Left,tensor(37.3736),Yes
340,5,Right,tensor(16.1322),Yes
340,19,Left,tensor(23.6713),Yes
340,1,Right,tensor(14.8068),Yes
341,20,Left,tensor(71.7688),No
341,17,Right,tensor(21.5891),Yes
341,23,Left,tensor(41.9857),Yes
341,19,Left,tensor(23.3600),Yes
341,5,Right,tensor(14.4800),Yes
341,1,Right,tensor(14.9124),Yes
342,20,Left,tensor(73.5256),No
342,17,Right,tensor(19.1889),Yes
342,23,Left,tensor(40.9440),Yes
342,19,Left,tensor(23.6218),Yes
342,5,Right,tensor(13.1383),Yes
342,1,Right,tensor(12.1073),Yes
343,20,Left,tensor(75.8945),No
343,17,Right,tensor(18.1007),Yes
343,23,Left,tensor(39.3587),Yes
343,19,Left,tensor(20.3023),Yes
343,5,Right,tensor(6.7428),Yes
343,1,Right,tensor(7.0927),Yes
344,20,Left,tensor(78.9757),No
344,17,Right,tensor(14.3578),Yes
344,23,Left,tensor(37.0937),Yes
344,5,Right,tensor(7.1333),Yes
344,19,Left,tensor(20.0805),Yes
344,1,Right,tensor(7.1518),Yes
344,24,Left,tensor(16.8202),Yes
345,20,Left,tensor(76.8822),No
345,23,Left,tensor(38.4745),Yes
345,17,Right,tensor(14.1353),Yes
345,19,Left,tensor(21.2588),Yes
345,5,Right,tensor(8.5179),Yes
345,1,Right,tensor(9.9584),Yes
346,20,Left,tensor(81.3688),No
346,17,Right,tensor(12.9742),Yes
346,23,Left,tensor(40.4518),Yes
346,19,Left,tensor(21.7836),Yes
346,5,Right,tensor(12.8005),Yes
346,24,Left,tensor(21.2838),Yes
346,1,Right,tensor(14.4165),Yes
346,19,Left,tensor(22.1241),Yes
347,20,Left,tensor(82.7766),No
347,23,Left,tensor(42.8809),Yes
347,17,Right,tensor(17.6940),Yes
347,24,Left,tensor(22.7791),Yes
347,19,Left,tensor(25.6439),Yes
347,5,Right,tensor(12.8217),Yes
347,1,Right,tensor(11.8224),Yes
348,16,Left,tensor(83.9294),No
348,23,Left,tensor(44.4550),Yes
348,19,Left,tensor(27.1564),Yes
348,17,Right,tensor(17.5119),Yes
348,24,Left,tensor(22.9346),Yes
348,5,Right,tensor(10.7713),Yes
348,1,Right,tensor(11.4453),Yes
349,16,Left,tensor(88.1281),No
349,23,Left,tensor(44.0975),Yes
349,19,Left,tensor(25.9267),Yes
349,17,Right,tensor(12.5733),Yes
349,24,Left,tensor(19.1399),Yes
349,1,Right,tensor(7.4998),Yes
349,5,Right,tensor(5.5139),Yes
350,16,Left,tensor(89.1754),No
350,23,Left,tensor(43.4107),Yes
350,19,Left,tensor(23.9040),Yes
350,17,Right,tensor(13.6230),Yes
350,24,Left,tensor(22.3357),Yes
350,2,Right,tensor(6.3593),Yes
350,1,Right,tensor(9.9780),Yes
351,16,Left,tensor(99.2478),No
351,23,Left,tensor(43.0635),Yes
351,19,Left,tensor(23.7558),Yes
351,24,Left,tensor(24.7822),Yes
351,13,Right,tensor(11.3227),Yes
351,1,Right,tensor(8.3806),Yes
351,2,Right,tensor(8.5810),Yes
352,16,Left,tensor(102.9218),No
352,23,Left,tensor(44.8681),Yes
352,19,Left,tensor(26.0981),Yes
352,24,Left,tensor(20.5693),Yes
352,13,Right,tensor(13.2477),Yes
352,1,Right,tensor(12.0488),Yes
352,2,Right,tensor(8.8194),Yes
353,16,Left,tensor(96.7851),No
353,19,Left,tensor(27.2261),Yes
353,23,Left,tensor(48.6140),Yes
353,24,Left,tensor(22.7548),Yes
353,13,Right,tensor(12.5879),Yes
353,2,Right,tensor(11.6541),Yes
353,1,Right,tensor(12.1518),Yes
354,11,Left,tensor(98.4558),No
354,23,Left,tensor(48.9956),Yes
354,19,Left,tensor(28.3205),Yes
354,13,Right,tensor(13.1845),Yes
354,24,Left,tensor(22.5948),Yes
354,2,Right,tensor(8.4257),Yes
354,1,Right,tensor(7.9039),Yes
355,11,Left,tensor(98.5966),No
355,19,Left,tensor(28.9876),Yes
355,23,Left,tensor(49.3888),Yes
355,13,Right,tensor(11.9388),Yes
355,2,Right,tensor(5.3024),Yes
355,24,Left,tensor(21.2454),Yes
355,1,Right,tensor(8.5971),Yes
356,4,Left,tensor(102.3655),No
356,23,Left,tensor(48.1716),Yes
356,13,Right,tensor(9.6269),Yes
356,19,Left,tensor(27.7922),Yes
356,2,Right,tensor(5.2594),Yes
356,1,Right,tensor(10.1467),Yes
356,24,Left,tensor(21.6437),Yes
357,4,Left,tensor(100.4472),No
357,19,Left,tensor(28.2605),Yes
357,23,Left,tensor(47.6147),Yes
357,13,Right,tensor(10.1998),Yes
357,2,Right,tensor(6.7015),Yes
357,1,Right,tensor(8.1221),Yes
357,24,Left,tensor(21.9019),Yes
358,3,Left,tensor(96.0202),No
358,23,Left,tensor(51.5069),Yes
358,19,Left,tensor(29.4614),Yes
358,5,Right,tensor(10.9021),Yes
358,2,Right,tensor(8.1697),Yes
358,24,Left,tensor(24.5842),Yes
358,1,Right,tensor(12.7988),Yes
358,24,Left,tensor(24.3465),Yes
359,0,Left,tensor(97.1508),No
359,19,Left,tensor(30.5774),Yes
359,23,Left,tensor(53.3142),Yes
359,5,Right,tensor(9.9706),Yes
359,24,Left,tensor(24.8074),Yes
359,2,Right,tensor(8.4274),Yes
359,1,Right,tensor(12.3817),Yes
359,24,Left,tensor(22.7911),Yes
360,23,Left,tensor(54.2801),No
360,19,Left,tensor(32.0785),Yes
360,5,Right,tensor(11.2102),Yes
360,24,Left,tensor(25.6563),Yes
360,2,Right,tensor(7.9166),Yes
360,1,Right,tensor(8.2771),Yes
360,0,Left,tensor(102.0968),No
360,25,Right,tensor(39.9972),No
360,24,Left,tensor(21.3654),Yes
361,23,Left,tensor(54.6709),No
361,19,Left,tensor(32.7628),Yes
361,5,Right,tensor(6.9723),Yes
361,26,Right,tensor(59.3284),No
361,2,Right,tensor(3.1726),Yes
361,1,Right,tensor(7.6040),Yes
362,26,Right,tensor(53.6811),No
362,23,Left,tensor(55.3614),No
362,19,Left,tensor(30.9395),Yes
362,27,Left,tensor(21.9017),Yes
362,5,Right,tensor(7.6058),Yes
362,2,Right,tensor(5.4492),Yes
362,1,Right,tensor(7.2720),Yes
362,24,Left,tensor(19.5834),Yes
363,26,Right,tensor(46.3018),No
363,23,Left,tensor(55.3675),No
363,28,Right,tensor(38.7190),Yes
363,19,Left,tensor(30.5823),Yes
363,27,Left,tensor(23.7968),Yes
363,5,Right,tensor(9.8028),Yes
363,1,Right,tensor(6.9711),Yes
363,2,Right,tensor(7.1912),Yes
364,26,Right,tensor(45.0073),No
364,23,Left,tensor(56.8418),No
364,19,Left,tensor(32.8531),Yes
364,28,Right,tensor(38.4924),Yes
364,27,Left,tensor(24.4913),Yes
364,5,Right,tensor(8.9599),Yes
364,1,Right,tensor(11.7711),Yes
364,2,Right,tensor(6.7021),Yes
365,26,Right,tensor(39.7945),No
365,28,Right,tensor(34.8162),Yes
365,23,Left,tensor(59.2969),No
365,27,Left,tensor(26.9068),Yes
365,19,Left,tensor(36.8777),Yes
365,5,Right,tensor(10.9354),Yes
365,1,Right,tensor(12.6957),Yes
365,2,Right,tensor(6.4023),Yes
366,26,Right,tensor(38.3505),No
366,28,Right,tensor(35.7287),Yes
366,23,Left,tensor(61.2007),No
366,27,Left,tensor(27.9088),Yes
366,19,Left,tensor(36.2013),Yes
366,5,Right,tensor(9.5158),Yes
366,1,Right,tensor(6.3256),Yes
366,2,Right,tensor(4.0403),Yes
367,26,Right,tensor(36.7643),No
367,28,Right,tensor(33.3223),Yes
367,23,Left,tensor(61.3976),No
367,19,Left,tensor(36.5378),Yes
367,27,Left,tensor(25.9065),Yes
367,5,Right,tensor(7.7051),Yes
367,1,Right,tensor(8.7814),Yes
367,2,Right,tensor(4.6973),Yes
368,26,Right,tensor(37.1051),No
368,23,Left,tensor(63.3465),No
368,27,Left,tensor(25.4136),Yes
368,28,Right,tensor(34.1203),Yes
368,19,Left,tensor(35.4684),Yes
368,1,Right,tensor(7.0846),Yes
368,2,Right,tensor(6.0027),Yes
368,24,Left,tensor(22.4432),Yes
369,26,Right,tensor(32.9475),No
369,23,Left,tensor(63.6199),No
369,27,Left,tensor(25.9987),Yes
369,19,Left,tensor(37.3144),Yes
369,28,Right,tensor(32.5108),Yes
369,1,Right,tensor(9.1130),Yes
369,2,Right,tensor(5.8710),Yes
369,29,Right,tensor(4.3174),Yes
370,26,Right,tensor(31.3842),No
370,23,Left,tensor(65.7356),No
370,19,Left,tensor(41.4977),Yes
370,27,Left,tensor(29.6913),Yes
370,28,Right,tensor(31.0462),Yes
370,29,Right,tensor(7.9275),Yes
370,2,Right,tensor(8.5229),Yes
370,1,Right,tensor(9.2325),Yes
371,26,Right,tensor(29.7406),No
371,19,Left,tensor(40.6196),No
371,23,Left,tensor(66.7664),No
371,27,Left,tensor(29.1803),Yes
371,28,Right,tensor(33.4069),Yes
371,29,Right,tensor(4.5762),Yes
371,1,Right,tensor(8.8141),Yes
371,2,Right,tensor(8.7589),Yes
372,26,Right,tensor(28.1962),No
372,19,Left,tensor(38.7211),No
372,23,Left,tensor(70.4029),No
372,27,Left,tensor(31.8433),Yes
372,28,Right,tensor(29.0891),Yes
372,2,Right,tensor(8.4415),Yes
372,2,Right,tensor(6.6309),Yes
373,26,Right,tensor(39.9890),No
373,19,Left,tensor(41.8483),No
373,27,Left,tensor(31.0074),Yes
373,23,Left,tensor(70.5689),No
373,28,Right,tensor(28.5568),Yes
373,2,Right,tensor(5.0769),Yes
373,2,Right,tensor(3.6330),Yes
373,24,Left,tensor(22.0459),Yes
374,26,Right,tensor(43.8918),No
374,23,Left,tensor(72.9371),No
374,19,Left,tensor(43.9646),Yes
374,27,Left,tensor(29.0954),Yes
374,28,Right,tensor(28.2744),Yes
374,2,Right,tensor(6.1498),Yes
374,24,Left,tensor(18.4063),Yes
374,2,Right,tensor(3.1915),Yes
374,1,Right,tensor(7.3945),Yes
375,26,Right,tensor(51.2553),No
375,23,Left,tensor(72.1253),No
375,19,Left,tensor(43.1209),Yes
375,27,Left,tensor(29.0976),Yes
375,28,Right,tensor(28.7640),Yes
375,2,Right,tensor(6.1507),Yes
375,2,Right,tensor(3.9275),Yes
375,24,Left,tensor(19.7247),Yes
376,26,Right,tensor(54.4103),No
376,23,Left,tensor(72.8049),No
376,19,Left,tensor(41.6557),Yes
376,27,Left,tensor(32.3522),Yes
376,22,Right,tensor(27.0399),Yes
376,2,Right,tensor(6.7117),Yes
376,24,Left,tensor(21.1132),Yes
376,24,Left,tensor(22.4234),Yes
377,26,Right,tensor(54.0594),No
377,23,Left,tensor(73.6333),No
377,19,Left,tensor(43.4612),Yes
377,27,Left,tensor(32.9502),Yes
377,22,Right,tensor(26.3846),Yes
377,2,Right,tensor(6.9193),Yes
377,24,Left,tensor(22.4242),Yes
377,24,Left,tensor(24.0835),Yes
378,26,Right,tensor(69.9114),No
378,23,Left,tensor(76.6266),No
378,19,Left,tensor(47.2003),Yes
378,27,Left,tensor(34.8247),Yes
378,22,Right,tensor(26.4690),Yes
378,2,Right,tensor(6.8702),Yes
378,24,Left,tensor(25.0012),Yes
378,24,Left,tensor(22.1662),Yes
379,26,Right,tensor(80.8409),No
379,23,Left,tensor(77.0877),Yes
379,19,Left,tensor(46.4075),Yes
379,27,Left,tensor(34.3801),Yes
379,22,Right,tensor(24.4721),Yes
379,2,Right,tensor(3.8816),Yes
379,24,Left,tensor(19.4342),Yes
379,24,Left,tensor(17.0123),Yes
380,26,Right,tensor(89.4746),No
380,20,Left,tensor(82.9575),Yes
380,19,Left,tensor(49.9927),Yes
380,27,Left,tensor(34.1622),Yes
380,22,Right,tensor(23.6604),Yes
380,24,Left,tensor(22.1972),Yes
380,2,Right,tensor(5.3663),Yes
381,26,Right,tensor(97.2251),No
381,20,Left,tensor(81.3783),Yes
381,19,Left,tensor(53.9358),Yes
381,27,Left,tensor(35.4843),Yes
381,22,Right,tensor(20.1144),Yes
381,2,Right,tensor(5.4908),Yes
381,24,Left,tensor(20.7452),Yes
382,26,Right,tensor(85.7155),No
382,19,Left,tensor(54.2105),Yes
382,20,Left,tensor(87.0298),No
382,27,Left,tensor(37.1484),Yes
382,22,Right,tensor(22.3846),Yes
382,2,Right,tensor(5.6088),Yes
382,24,Left,tensor(23.2411),Yes
382,24,Left,tensor(20.5560),Yes
382,24,Left,tensor(25.5850),Yes
383,26,Right,tensor(84.8240),No
383,19,Left,tensor(52.4162),Yes
383,20,Left,tensor(87.4828),No
383,27,Left,tensor(34.7588),Yes
383,22,Right,tensor(21.4657),Yes
383,24,Left,tensor(25.5377),Yes
383,2,Right,tensor(7.4176),Yes
383,24,Left,tensor(22.0987),Yes
383,24,Left,tensor(26.8014),Yes
383,2,Right,tensor(3.1604),Yes
384,26,Right,tensor(83.3444),No
384,19,Left,tensor(56.1763),Yes
384,20,Left,tensor(90.0993),No
384,27,Left,tensor(39.3833),Yes
384,22,Right,tensor(21.1864),Yes
384,24,Left,tensor(23.4596),Yes
384,2,Right,tensor(5.7151),Yes
384,2,Right,tensor(3.2655),Yes
384,24,Left,tensor(25.4243),Yes
385,26,Right,tensor(78.4028),No
385,19,Left,tensor(56.6894),Yes
385,27,Left,tensor(40.5951),Yes
385,20,Left,tensor(95.6925),No
385,22,Right,tensor(20.8597),Yes
385,24,Left,tensor(25.1539),Yes
385,2,Right,tensor(4.5642),Yes
385,2,Right,tensor(3.4107),Yes
386,26,Right,tensor(77.0801),No
386,19,Left,tensor(58.8821),Yes
386,20,Left,tensor(92.1402),No
386,27,Left,tensor(42.9640),Yes
386,18,Right,tensor(20.7160),Yes
386,24,Left,tensor(24.3609),Yes
386,2,Right,tensor(3.6488),Yes
386,2,Right,tensor(1.9063),Yes
387,26,Right,tensor(85.1373),No
387,19,Left,tensor(58.6333),Yes
387,16,Left,tensor(98.1602),No
387,27,Left,tensor(42.8660),Yes
387,18,Right,tensor(20.4680),Yes
387,24,Left,tensor(22.0491),Yes
387,2,Right,tensor(5.3781),Yes
387,2,Right,tensor(1.5735),Yes
388,26,Right,tensor(87.3415),No
388,16,Left,tensor(99.1350),No
388,19,Left,tensor(61.9930),Yes
388,27,Left,tensor(42.3083),Yes
388,18,Right,tensor(18.6930),Yes
388,24,Left,tensor(23.3963),Yes
388,2,Right,tensor(4.4374),Yes
388,2,Right,tensor(4.6627),Yes
388,24,Left,tensor(25.4276),Yes
389,26,Right,tensor(82.4862),No
389,19,Left,tensor(67.3432),Yes
389,11,Left,tensor(98.2476),No
389,27,Left,tensor(41.1268),Yes
389,18,Right,tensor(21.7777),Yes
389,24,Left,tensor(25.5684),Yes
389,2,Right,tensor(3.6463),Yes
389,2,Right,tensor(4.7137),Yes
389,2,Right,tensor(4.7976),Yes
390,19,Left,tensor(65.0303),No
390,26,Right,tensor(68.0375),No
390,11,Left,tensor(100.0808),No
390,27,Left,tensor(45.3976),Yes
390,18,Right,tensor(20.5565),Yes
390,24,Left,tensor(26.3985),Yes
390,2,Right,tensor(2.1618),Yes
390,2,Right,tensor(4.0690),Yes
390,2,Right,tensor(3.8454),Yes
391,26,Right,tensor(69.6327),No
391,19,Left,tensor(70.1903),No
391,4,Left,tensor(105.2717),No
391,27,Left,tensor(46.3307),Yes
391,24,Left,tensor(26.0924),Yes
391,18,Right,tensor(18.9536),Yes
391,2,Right,tensor(1.7945),Yes
391,2,Right,tensor(2.0702),Yes
391,2,Right,tensor(2.7738),Yes
391,30,Left,tensor(22.4990),Yes
392,26,Right,tensor(68.4381),No
392,3,Left,tensor(105.5334),No
392,19,Left,tensor(64.5015),Yes
392,27,Left,tensor(46.5390),Yes
392,24,Left,tensor(26.3186),Yes
392,18,Right,tensor(17.9247),Yes
392,2,Right,tensor(4.2498),Yes
392,2,Right,tensor(3.8763),Yes
392,30,Left,tensor(25.6090),Yes
393,26,Right,tensor(62.2524),No
393,19,Left,tensor(71.7131),No
393,3,Left,tensor(105.2994),No
